molecule_chembl_id,target_chembl_id,target_pref_name,target_organism,action_type,mechanism_of_action,query_name
CHEMBL1724,CHEMBL245,,,ANTAGONIST,Muscarinic acetylcholine receptor M3 antagonist,Mepenzolate bromide
CHEMBL1724,CHEMBL216,,,ANTAGONIST,Muscarinic acetylcholine receptor M1 antagonist,Mepenzolate bromide
CHEMBL1701,CHEMBL233,,,AGONIST,Mu opioid receptor agonist,Meperidine hydrochloride
CHEMBL861,CHEMBL2331043,,,BLOCKER,Sodium channel alpha subunit blocker,Mephenytoin
CHEMBL1200440,CHEMBL2331043,,,BLOCKER,Sodium channel alpha subunit blocker,Mepivacaine hydrochloride
CHEMBL979,CHEMBL2093872,,,AGONIST,GABA-A receptor; anion channel agonist,Meprobamate
CHEMBL1200751,CHEMBL2362992,,,INHIBITOR,Amidophosphoribosyltransferase inhibitor,Mercaptopurine
CHEMBL1200751,CHEMBL2311221,,,INHIBITOR,DNA inhibitor,Mercaptopurine
CHEMBL127,CHEMBL2354204,,,INHIBITOR,Bacterial penicillin-binding protein inhibitor,Meropenem
CHEMBL704,CHEMBL215,,,INHIBITOR,Arachidonate 5-lipoxygenase inhibitor,Mesalamine
CHEMBL704,CHEMBL235,,,AGONIST,Peroxisome proliferator-activated receptor gamma agonist,Mesalamine
CHEMBL704,CHEMBL2094253,,,INHIBITOR,Cyclooxygenase inhibitor,Mesalamine
CHEMBL975,,,,,Unknown,Mesna
CHEMBL1201052,CHEMBL217,,,ANTAGONIST,Dopamine D2 receptor antagonist,Mesoridazine besylate
CHEMBL1201052,CHEMBL224,,,ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,Mesoridazine besylate
CHEMBL1568057,CHEMBL210,,,AGONIST,Beta-2 adrenergic receptor agonist,Metaproterenol sulfate
CHEMBL1079604,,,,,Unknown,Metaxalone
CHEMBL1703,CHEMBL2363065,,,INHIBITOR,Mitochondrial complex I (NADH dehydrogenase) inhibitor,Metformin hydrochloride
CHEMBL1703,CHEMBL3391681,,,INHIBITOR,Mitochondrial glycerol-3-phosphate dehydrogenase inhibitor,Metformin hydrochloride
CHEMBL1200825,CHEMBL233,,,AGONIST,Mu opioid receptor agonist,Methadone hydrochloride
CHEMBL1200952,CHEMBL2363064,,,INHIBITOR,Monoamine transporter inhibitor,Methamphetamine hydrochloride
CHEMBL19,CHEMBL2326,,,INHIBITOR,Carbonic anhydrase VII inhibitor,Methazolamide
CHEMBL19,CHEMBL261,,,INHIBITOR,Carbonic anhydrase I inhibitor,Methazolamide
CHEMBL19,CHEMBL205,,,INHIBITOR,Carbonic anhydrase II inhibitor,Methazolamide
CHEMBL19,CHEMBL3729,,,INHIBITOR,Carbonic anhydrase IV inhibitor,Methazolamide
CHEMBL1201104,CHEMBL2364041,,,INHIBITOR,DNA inhibitor,Methenamine hippurate
CHEMBL1515,CHEMBL1839,,,INHIBITOR,Thyroid peroxidase inhibitor,Methimazole
CHEMBL1201117,CHEMBL261,,,INHIBITOR,Carbonic anhydrase I inhibitor,Methocarbamol
CHEMBL30219,CHEMBL2093872,,,POSITIVE ALLOSTERIC MODULATOR,GABA-A receptor; anion channel positive allosteric modulator,Methohexital sodium
CHEMBL3244648,CHEMBL202,,,INHIBITOR,Dihydrofolate reductase inhibitor,Methotrexate sodium
CHEMBL416,CHEMBL2311221,,,INHIBITOR,DNA inhibitor,Methoxsalen
CHEMBL1354199,CHEMBL245,,,ANTAGONIST,Muscarinic acetylcholine receptor M3 antagonist,Methscopolamine bromide
CHEMBL1354199,CHEMBL216,,,ANTAGONIST,Muscarinic acetylcholine receptor M1 antagonist,Methscopolamine bromide
CHEMBL697,CHEMBL2362995,,,BLOCKER,Voltage-gated T-type calcium channel blocker,Methsuximide
CHEMBL1577,CHEMBL1876,,,INHIBITOR,Thiazide-sensitive sodium-chloride cotransporter inhibitor,Methyclothiazide
CHEMBL459,CHEMBL2095158,,,AGONIST,Adrenergic receptor alpha-2 agonist,Methyldopa
CHEMBL1200843,CHEMBL1833,,,PARTIAL AGONIST,Serotonin 2b (5-HT2b) receptor partial agonist,Methylergonovine maleate
CHEMBL1200843,CHEMBL2056,,,ANTAGONIST,Dopamine D1 receptor antagonist,Methylergonovine maleate
CHEMBL1201770,CHEMBL233,,,ANTAGONIST,Mu opioid receptor antagonist,Methylnaltrexone bromide
CHEMBL1722,CHEMBL238,,,INHIBITOR,Dopamine transporter inhibitor,Methylphenidate hydrochloride
CHEMBL1722,CHEMBL222,,,INHIBITOR,Norepinephrine transporter inhibitor,Methylphenidate hydrochloride
CHEMBL650,CHEMBL2034,,,AGONIST,Glucocorticoid receptor agonist,Methylprednisolone
CHEMBL1395,CHEMBL1871,,,AGONIST,Androgen Receptor agonist,Methyltestosterone
CHEMBL1200938,CHEMBL1833,,,ANTAGONIST,Serotonin 2b (5-HT2b) receptor antagonist,Methysergide maleate
CHEMBL1200938,CHEMBL214,,,PARTIAL AGONIST,Serotonin 1a (5-HT1a) receptor partial agonist,Methysergide maleate
CHEMBL1200938,CHEMBL225,,,ANTAGONIST,Serotonin 2c (5-HT2c) receptor antagonist,Methysergide maleate
CHEMBL1200940,CHEMBL217,,,ANTAGONIST,Dopamine D2 receptor antagonist,Metoclopramide hydrochloride
CHEMBL1200940,CHEMBL1899,,,ANTAGONIST,Serotonin 3a (5-HT3a) receptor antagonist,Metoclopramide hydrochloride
CHEMBL1200940,CHEMBL1875,,,AGONIST,Serotonin 4 (5-HT4) receptor agonist,Metoclopramide hydrochloride
CHEMBL878,CHEMBL1876,,,INHIBITOR,Thiazide-sensitive sodium-chloride cotransporter inhibitor,Metolazone
CHEMBL2356097,CHEMBL213,,,ANTAGONIST,Beta-1 adrenergic receptor antagonist,Metoprolol succinate
CHEMBL2062335,CHEMBL213,,,ANTAGONIST,Beta-1 adrenergic receptor antagonist,Metoprolol tartrate
CHEMBL137,CHEMBL2364041,,,INHIBITOR,DNA inhibitor,Metronidazole
CHEMBL934,CHEMBL1908,,,INHIBITOR,"Cytochrome P450 11B1, mitochondrial inhibitor",Metyrapone
CHEMBL1200862,CHEMBL1969,,,INHIBITOR,Tyrosine 3-hydroxylase inhibitor,Metyrosine
CHEMBL1200606,CHEMBL2331043,,,BLOCKER,Sodium channel alpha subunit blocker,Mexiletine hydrochloride
CHEMBL1237070,CHEMBL2364673,,,INHIBITOR,"1,3-beta-glucan synthase inhibitor",Micafungin sodium
CHEMBL1200420,CHEMBL2093872,,,POSITIVE ALLOSTERIC MODULATOR,GABA-A receptor; anion channel positive allosteric modulator,Midazolam hydrochloride
CHEMBL1200461,CHEMBL2094251,,,AGONIST,Adrenergic receptor alpha-1 agonist,Midodrine hydrochloride
CHEMBL608533,CHEMBL1974,,,INHIBITOR,Tyrosine-protein kinase receptor FLT3 inhibitor,Midostaurin
CHEMBL608533,CHEMBL1936,,,INHIBITOR,Stem cell growth factor receptor inhibitor,Midostaurin
CHEMBL608533,CHEMBL2095189,,,INHIBITOR,Platelet-derived growth factor receptor inhibitor,Midostaurin
CHEMBL608533,CHEMBL2093867,,,INHIBITOR,Protein kinase C (PKC) inhibitor,Midostaurin
CHEMBL608533,CHEMBL279,,,INHIBITOR,Vascular endothelial growth factor receptor 2 inhibitor,Midostaurin
CHEMBL1276308,CHEMBL2034,,,ANTAGONIST,Glucocorticoid receptor antagonist,Mifepristone
CHEMBL1276308,CHEMBL208,,,ANTAGONIST,Progesterone receptor antagonist,Mifepristone
CHEMBL2107355,CHEMBL2524,,,STABILISER,Alpha-galactosidase A stabiliser,Migalastat hydrochloride
CHEMBL1561,CHEMBL2074,,,INHIBITOR,Maltase-glucoamylase inhibitor,Miglitol
CHEMBL1561,CHEMBL2608,,,INHIBITOR,Lysosomal alpha-glucosidase inhibitor,Miglitol
CHEMBL1029,CHEMBL2063,,,INHIBITOR,Ceramide glucosyltransferase inhibitor,Miglustat
CHEMBL4297064,CHEMBL228,,,INHIBITOR,Serotonin transporter inhibitor,Milnacipran hydrochloride
CHEMBL4297064,CHEMBL222,,,INHIBITOR,Norepinephrine transporter inhibitor,Milnacipran hydrochloride
CHEMBL1200977,CHEMBL241,,,INHIBITOR,Phosphodiesterase 3A inhibitor,Milrinone lactate
CHEMBL125,,,,,Unknown,Miltefosine
CHEMBL1200881,CHEMBL2363135,,,INHIBITOR,Bacterial 70S ribosome inhibitor,Minocycline hydrochloride
CHEMBL802,CHEMBL2095198,,,OPENER,"Sulfonylurea receptor 2, Kir6.2 opener",Minoxidil
CHEMBL2095212,CHEMBL246,,,AGONIST,Beta-3 adrenergic receptor agonist,Mirabegron
CHEMBL654,CHEMBL224,,,ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,Mirtazapine
CHEMBL654,CHEMBL225,,,ANTAGONIST,Serotonin 2c (5-HT2c) receptor antagonist,Mirtazapine
CHEMBL654,CHEMBL2095158,,,ANTAGONIST,Adrenergic receptor alpha-2 antagonist,Mirtazapine
CHEMBL606,CHEMBL3710,,,AGONIST,Prostanoid EP3 receptor agonist,Misoprostol
CHEMBL105,CHEMBL2311221,,,INHIBITOR,DNA inhibitor,Mitomycin
CHEMBL1670,CHEMBL2033,,,INHIBITOR,Cytochrome P450 11A1 inhibitor,Mitotane
CHEMBL1670,CHEMBL1908,,,INHIBITOR,Cytochrome P450 11B1 inhibitor,Mitotane
CHEMBL1417019,CHEMBL1806,,,INHIBITOR,DNA topoisomerase II alpha inhibitor,Mitoxantrone hydrochloride
CHEMBL1417019,CHEMBL2311221,,,INHIBITOR,DNA inhibitor,Mitoxantrone hydrochloride
CHEMBL984,CHEMBL2362997,,,ANTAGONIST,Muscle-type nicotinic acetylcholine receptor antagonist,Mivacurium chloride
CHEMBL4802239,CHEMBL203,,,INHIBITOR,Epidermal growth factor receptor erbB1 inhibitor,Mobocertinib succinate
CHEMBL1373,CHEMBL238,,,INHIBITOR,Dopamine transporter inhibitor,Modafinil
CHEMBL1200534,CHEMBL1808,,,INHIBITOR,Angiotensin-converting enzyme inhibitor,Moexipril hydrochloride
CHEMBL589586,CHEMBL2069156,,,INHIBITOR,Kelch-like ECH-associated protein 1 inhibitor,Monomethyl fumarate
CHEMBL1200681,CHEMBL1798,,,ANTAGONIST,Cysteinyl leukotriene receptor 1 antagonist,Montelukast sodium
CHEMBL1200334,CHEMBL2331043,,,BLOCKER,Sodium channel alpha subunit blocker,Moricizine hydrochloride
CHEMBL2103744,CHEMBL233,,,AGONIST,Mu opioid receptor agonist,Morphine sulfate
CHEMBL2104415,,,,,Unknown,Moxidectin
CHEMBL1200735,CHEMBL2363076,,,INHIBITOR,Topoisomerase IV inhibitor,Moxifloxacin hydrochloride
CHEMBL1200735,CHEMBL2311224,,,INHIBITOR,Bacterial DNA gyrase inhibitor,Moxifloxacin hydrochloride
CHEMBL159226,CHEMBL2095203,,,ANTAGONIST,Adrenergic receptor alpha antagonist,Moxisylyte
CHEMBL1456,CHEMBL2111369,,,INHIBITOR,Inosine-5'-monophosphate dehydrogenase (IMPDH) inhibitor,Mycophenolate mofetil
CHEMBL2218896,CHEMBL218,,,AGONIST,Cannabinoid CB1 receptor agonist,Nabilone
CHEMBL1070,CHEMBL230,,,INHIBITOR,Cyclooxygenase-2 inhibitor,Nabumetone
CHEMBL521606,CHEMBL213,,,ANTAGONIST,Beta-1 adrenergic receptor antagonist,Nadolol
CHEMBL521606,CHEMBL210,,,ANTAGONIST,Beta-2 adrenergic receptor antagonist,Nadolol
CHEMBL1568276,CHEMBL2362972,,,INHIBITOR,Penicillin-binding protein inhibitor,Nafcillin sodium
CHEMBL1201132,CHEMBL2095181,,,AGONIST,Opioid receptors; mu/kappa/delta agonist,Nalbuphine hydrochloride
CHEMBL3039508,CHEMBL233,,,ANTAGONIST,Mu opioid receptor antagonist,Naldemedine tosylate
CHEMBL5,CHEMBL2311224,,,INHIBITOR,Bacterial DNA gyrase inhibitor,Nalidixic acid
CHEMBL2219416,CHEMBL233,,,ANTAGONIST,Mu opioid receptor antagonist,Naloxegol oxalate
CHEMBL1718,CHEMBL2095181,,,ANTAGONIST,Opioid receptors; mu/kappa/delta antagonist,Naloxone hydrochloride
CHEMBL1201149,CHEMBL2095181,,,ANTAGONIST,Opioid receptors; mu/kappa/delta antagonist,Naltrexone hydrochloride
CHEMBL1200412,CHEMBL1871,,,AGONIST,Androgen Receptor agonist,Nandrolone phenpropionate
CHEMBL154,CHEMBL2094253,,,INHIBITOR,Cyclooxygenase inhibitor,Naproxen
CHEMBL1200601,CHEMBL1898,,,AGONIST,Serotonin 1b (5-HT1b) receptor agonist,Naratriptan hydrochloride
CHEMBL1200601,CHEMBL1983,,,AGONIST,Serotonin 1d (5-HT1d) receptor agonist,Naratriptan hydrochloride
CHEMBL783,CHEMBL2096972,,,BLOCKER,"Sulfonylurea receptor 1, Kir6.2 blocker",Nateglinide
CHEMBL1201731,CHEMBL213,,,ANTAGONIST,Beta-1 adrenergic receptor antagonist,Nebivolol hydrochloride
CHEMBL1201731,CHEMBL210,,,ANTAGONIST,Beta-2 adrenergic receptor antagonist,Nebivolol hydrochloride
CHEMBL1200492,CHEMBL228,,,INHIBITOR,Serotonin transporter inhibitor,Nefazodone hydrochloride
CHEMBL1200492,CHEMBL224,,,ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,Nefazodone hydrochloride
CHEMBL1200492,CHEMBL225,,,ANTAGONIST,Serotonin 2c (5-HT2c) receptor antagonist,Nefazodone hydrochloride
CHEMBL1200492,CHEMBL222,,,INHIBITOR,Norepinephrine transporter inhibitor,Nefazodone hydrochloride
CHEMBL1201112,CHEMBL2311221,,,INHIBITOR,DNA inhibitor,Nelarabine
CHEMBL1205,CHEMBL243,,,INHIBITOR,Human immunodeficiency virus type 1 protease inhibitor,Nelfinavir mesylate
CHEMBL3989921,CHEMBL1824,,,INHIBITOR,Receptor protein-tyrosine kinase erbB-2 inhibitor,Neratinib maleate
CHEMBL3989921,CHEMBL203,,,INHIBITOR,Epidermal growth factor receptor erbB1 inhibitor,Neratinib maleate
CHEMBL3989921,CHEMBL3009,,,INHIBITOR,Receptor protein-tyrosine kinase erbB-4 inhibitor,Neratinib maleate
CHEMBL57,CHEMBL247,,,INHIBITOR,Human immunodeficiency virus type 1 reverse transcriptase inhibitor,Nevirapine
CHEMBL1256841,CHEMBL2095205,,,INHIBITOR,Monoamine oxidase inhibitor,Nialamide
CHEMBL1200326,CHEMBL2095229,,,BLOCKER,Voltage-gated L-type calcium channel blocker,Nicardipine hydrochloride
CHEMBL193,CHEMBL2095229,,,BLOCKER,Voltage-gated L-type calcium channel blocker,Nifedipine
CHEMBL290960,CHEMBL4495551,,,INHIBITOR,DNA inhibitor,Nifurtimox
CHEMBL1201740,CHEMBL1862,,,INHIBITOR,Tyrosine-protein kinase ABL inhibitor,Nilotinib hydrochloride
CHEMBL1201740,CHEMBL2096618,,,INHIBITOR,Bcr/Abl fusion protein inhibitor,Nilotinib hydrochloride
CHEMBL1274,CHEMBL1871,,,ANTAGONIST,Androgen Receptor antagonist,Nilutamide
CHEMBL1428,CHEMBL1994,,,ANTAGONIST,Mineralocorticoid receptor antagonist,Nimodipine
CHEMBL1428,CHEMBL2095229,,,BLOCKER,Voltage-gated L-type calcium channel blocker,Nimodipine
CHEMBL3039504,CHEMBL2095189,,,INHIBITOR,Platelet-derived growth factor receptor inhibitor,Nintedanib esylate
CHEMBL3039504,CHEMBL2095227,,,INHIBITOR,Vascular endothelial growth factor receptor inhibitor,Nintedanib esylate
CHEMBL3039504,CHEMBL2095217,,,INHIBITOR,Fibroblast growth factor receptor inhibitor,Nintedanib esylate
CHEMBL3989922,CHEMBL5366,,,INHIBITOR,Poly [ADP-ribose] polymerase 2 inhibitor,Niraparib tosylate
CHEMBL3989922,CHEMBL3105,,,INHIBITOR,Poly [ADP-ribose] polymerase-1 inhibitor,Niraparib tosylate
CHEMBL1726,CHEMBL2095229,,,BLOCKER,Voltage-gated L-type calcium channel blocker,Nisoldipine
CHEMBL1401,CHEMBL2364026,,,INHIBITOR,Pyruvate:ferredoxin oxidoreductase inhibitor,Nitazoxanide
CHEMBL1401,CHEMBL2364027,,,INHIBITOR,Pyruvate:ferredoxin oxidoreductase inhibitor,Nitazoxanide
CHEMBL1337,CHEMBL1861,,,INHIBITOR,4-hydroxyphenylpyruvate dioxygenase inhibitor,Nitisinone
CHEMBL1909285,CHEMBL2096668,,,INHIBITOR,Alcohol dehydrogenase inhibitor,Nitrefazole
CHEMBL572,CHEMBL2364041,,,INHIBITOR,DNA inhibitor,Nitrofurantoin
CHEMBL730,CHEMBL2111348,,,ACTIVATOR,Soluble guanylate cyclase activator,Nitroglycerin
CHEMBL3183075,CHEMBL1941,,,ANTAGONIST,Histamine H2 receptor antagonist,Nizatidine
CHEMBL1434513,CHEMBL2331074,,,AGONIST,Adrenergic receptor agonist,Norepinephrine bitartrate
CHEMBL1162,CHEMBL208,,,AGONIST,Progesterone receptor agonist,Norethindrone
CHEMBL1201146,CHEMBL208,,,AGONIST,Progesterone receptor agonist,Norethindrone acetate
CHEMBL9,CHEMBL2363076,,,INHIBITOR,Topoisomerase IV inhibitor,Norfloxacin
CHEMBL9,CHEMBL2311224,,,INHIBITOR,Bacterial DNA gyrase inhibitor,Norfloxacin
CHEMBL1201156,CHEMBL228,,,INHIBITOR,Serotonin transporter inhibitor,Nortriptyline hydrochloride
CHEMBL1201156,CHEMBL222,,,INHIBITOR,Norepinephrine transporter inhibitor,Nortriptyline hydrochloride
CHEMBL566315,CHEMBL2047,,,AGONIST,Bile acid receptor FXR agonist,Obeticholic acid
CHEMBL4297588,CHEMBL2778,,,INHIBITOR,Ileal bile acid transporter inhibitor,Odevixibat
CHEMBL4,CHEMBL2311224,,,INHIBITOR,Bacterial DNA gyrase inhibitor,Ofloxacin
CHEMBL715,CHEMBL224,,,ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,Olanzapine
CHEMBL715,CHEMBL225,,,ANTAGONIST,Serotonin 2c (5-HT2c) receptor antagonist,Olanzapine
CHEMBL715,CHEMBL2331075,,,ANTAGONIST,D2-like dopamine receptor antagonist,Olanzapine
CHEMBL521686,CHEMBL3390820,,,INHIBITOR,"PARP 1, 2 and 3 inhibitor",Olaparib
CHEMBL2443262,CHEMBL233,,,AGONIST,Mu opioid receptor agonist,Oliceridine
CHEMBL1200692,CHEMBL227,,,ANTAGONIST,Type-1 angiotensin II receptor antagonist,Olmesartan medoxomil
CHEMBL1201013,CHEMBL215,,,INHIBITOR,Arachidonate 5-lipoxygenase inhibitor,Olsalazine sodium
CHEMBL1201013,CHEMBL235,,,AGONIST,Peroxisome proliferator-activated receptor gamma agonist,Olsalazine sodium
CHEMBL1201013,CHEMBL2094253,,,INHIBITOR,Cyclooxygenase inhibitor,Olsalazine sodium
CHEMBL46286,,,,,Protein synthesis inhibitor,Omacetaxine mepesuccinate
CHEMBL2103854,CHEMBL2363135,,,INHIBITOR,Bacterial 70S ribosome inhibitor,Omadacycline tosylate
CHEMBL1503,CHEMBL2095173,,,INHIBITOR,Potassium-transporting ATPase inhibitor,Omeprazole
CHEMBL3186492,CHEMBL1899,,,ANTAGONIST,Serotonin 3a (5-HT3a) receptor antagonist,Ondansetron hydrochloride
CHEMBL1089318,CHEMBL2023,,,INHIBITOR,Catechol O-methyltransferase inhibitor,Opicapone
CHEMBL3989766,CHEMBL3041361,,,INHIBITOR,Peptidoglycan inhibitor,Oritavancin diphosphate
CHEMBL175247,CHEMBL1796,,,INHIBITOR,Gastric lipase inhibitor,Orlistat
CHEMBL175247,CHEMBL1812,,,INHIBITOR,Pancreatic lipase inhibitor,Orlistat
CHEMBL1201023,CHEMBL231,,,ANTAGONIST,Histamine H1 receptor antagonist,Orphenadrine hydrochloride
CHEMBL1201023,CHEMBL222,,,INHIBITOR,Norepinephrine transporter inhibitor,Orphenadrine hydrochloride
CHEMBL1201023,CHEMBL2094124,,,ANTAGONIST,Glutamate [NMDA] receptor antagonist,Orphenadrine hydrochloride
CHEMBL1201023,CHEMBL2331043,,,BLOCKER,Sodium channel alpha subunit blocker,Orphenadrine hydrochloride
CHEMBL1200340,CHEMBL2051,,,INHIBITOR,Neuraminidase inhibitor,Oseltamivir phosphate
CHEMBL1200340,CHEMBL3377,,,INHIBITOR,Neuraminidase inhibitor,Oseltamivir phosphate
CHEMBL3707393,CHEMBL1908,,,INHIBITOR,Cytochrome P450 11B1 inhibitor,Osilodrostat phosphate
CHEMBL3545063,CHEMBL203,,,INHIBITOR,Epidermal growth factor receptor erbB1 inhibitor,Osimertinib mesylate
CHEMBL2105395,CHEMBL2093866,,,MODULATOR,Estrogen receptor modulator,Ospemifene
CHEMBL3989567,CHEMBL2362972,,,INHIBITOR,Penicillin-binding protein inhibitor,Oxacillin sodium
CHEMBL1200436,CHEMBL1871,,,AGONIST,Androgen Receptor agonist,Oxandrolone
CHEMBL1071,CHEMBL2094253,,,INHIBITOR,Cyclooxygenase inhibitor,Oxaprozin
CHEMBL568,CHEMBL2093872,,,POSITIVE ALLOSTERIC MODULATOR,GABA-A receptor; anion channel positive allosteric modulator,Oxazepam
CHEMBL1068,CHEMBL2331043,,,BLOCKER,Sodium channel alpha subunit blocker,Oxcarbazepine
CHEMBL1133,CHEMBL245,,,ANTAGONIST,Muscarinic acetylcholine receptor M3 antagonist,Oxybutynin chloride
CHEMBL1133,CHEMBL211,,,ANTAGONIST,Muscarinic acetylcholine receptor M2 antagonist,Oxybutynin chloride
CHEMBL1200890,CHEMBL233,,,AGONIST,Mu opioid receptor agonist,Oxycodone hydrochloride
CHEMBL1200585,CHEMBL1871,,,AGONIST,Androgen Receptor agonist,Oxymetholone
CHEMBL1200794,CHEMBL2095181,,,AGONIST,Opioid receptors; mu/kappa/delta agonist,Oxymorphone hydrochloride
CHEMBL1517,CHEMBL2363135,,,INHIBITOR,Bacterial 70S ribosome inhibitor,Oxytetracycline
CHEMBL3707246,CHEMBL4333,,,MODULATOR,Sphingosine 1-phosphate receptor Edg-1 modulator,Ozanimod hydrochloride
CHEMBL428647,CHEMBL2095182,,,INHIBITOR,Tubulin inhibitor,Paclitaxel
CHEMBL4594383,,,,,Diagnostic,Pafolacianine sodium
CHEMBL189963,CHEMBL2111455,,,INHIBITOR,CDK6/cyclin D1 inhibitor,Palbociclib
CHEMBL189963,CHEMBL1907601,,,INHIBITOR,Cyclin-dependent kinase 4/cyclin D1 inhibitor,Palbociclib
CHEMBL1621,CHEMBL217,,,ANTAGONIST,Dopamine D2 receptor antagonist,Paliperidone
CHEMBL1621,CHEMBL224,,,ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,Paliperidone
CHEMBL1720,CHEMBL1899,,,ANTAGONIST,Serotonin 3a (5-HT3a) receptor antagonist,Palonosetron hydrochloride
CHEMBL3989401,CHEMBL1782,,,INHIBITOR,Farnesyl diphosphate synthase inhibitor,Pamidronate disodium
CHEMBL1200757,CHEMBL2362997,,,ANTAGONIST,Muscle-type nicotinic acetylcholine receptor antagonist,Pancuronium bromide
CHEMBL3545368,CHEMBL2093865,,,INHIBITOR,Histone deacetylase inhibitor,Panobinostat lactate
CHEMBL3989559,CHEMBL2095173,,,INHIBITOR,Potassium-transporting ATPase inhibitor,Pantoprazole sodium
CHEMBL1200622,CHEMBL1977,,,AGONIST,Vitamin D receptor agonist,Paricalcitol
CHEMBL2206196,CHEMBL2363135,,,INHIBITOR,Bacterial 70S ribosome inhibitor,Paromomycin sulfate
CHEMBL6067650,CHEMBL228,,,INHIBITOR,Serotonin transporter inhibitor,Paroxetine hydrochloride
CHEMBL6067650,CHEMBL228,,,INHIBITOR,Serotonin transporter inhibitor,Paroxetine hydrochloride
CHEMBL1201733,CHEMBL1844,,,INHIBITOR,Macrophage colony stimulating factor receptor inhibitor,Pazopanib hydrochloride
CHEMBL1201733,CHEMBL1936,,,INHIBITOR,Stem cell growth factor receptor inhibitor,Pazopanib hydrochloride
CHEMBL1201733,CHEMBL258,,,INHIBITOR,Tyrosine-protein kinase LCK inhibitor,Pazopanib hydrochloride
CHEMBL1201733,CHEMBL2742,,,INHIBITOR,Fibroblast growth factor receptor 3 inhibitor,Pazopanib hydrochloride
CHEMBL1201733,CHEMBL3650,,,INHIBITOR,Fibroblast growth factor receptor 1 inhibitor,Pazopanib hydrochloride
CHEMBL1201733,CHEMBL2095189,,,INHIBITOR,Platelet-derived growth factor receptor inhibitor,Pazopanib hydrochloride
CHEMBL1201733,CHEMBL2095227,,,INHIBITOR,Vascular endothelial growth factor receptor inhibitor,Pazopanib hydrochloride
CHEMBL1201733,CHEMBL2959,,,INHIBITOR,Tyrosine-protein kinase ITK/TSK inhibitor,Pazopanib hydrochloride
CHEMBL2360464,CHEMBL1952,,,INHIBITOR,Thymidylate synthase inhibitor,Pemetrexed disodium
CHEMBL2360464,CHEMBL202,,,INHIBITOR,Dihydrofolate reductase inhibitor,Pemetrexed disodium
CHEMBL2360464,CHEMBL3972,,,INHIBITOR,GAR transformylase inhibitor,Pemetrexed disodium
CHEMBL4297522,CHEMBL4142,,,INHIBITOR,Fibroblast growth factor receptor 2 inhibitor,Pemigatinib
CHEMBL4297522,CHEMBL2742,,,INHIBITOR,Fibroblast growth factor receptor 3 inhibitor,Pemigatinib
CHEMBL4297522,CHEMBL3650,,,INHIBITOR,Fibroblast growth factor receptor 1 inhibitor,Pemigatinib
CHEMBL1177,,,,,Unknown,Pemoline
CHEMBL2361370,CHEMBL213,,,ANTAGONIST,Beta-1 adrenergic receptor antagonist,Penbutolol sulfate
CHEMBL2361370,CHEMBL210,,,ANTAGONIST,Beta-2 adrenergic receptor antagonist,Penbutolol sulfate
CHEMBL1430,CHEMBL2363057,,,CHELATING AGENT,Copper chelating agent,Penicillamine
CHEMBL3989515,CHEMBL2354204,,,INHIBITOR,Bacterial penicillin-binding protein inhibitor,Penicillin g benzathine
CHEMBL1200852,CHEMBL2354204,,,INHIBITOR,Bacterial penicillin-binding protein inhibitor,Penicillin v potassium
CHEMBL361506,CHEMBL2366046,,,INHIBITOR,DNA inhibitor,Pentamidine isethionate
CHEMBL361506,CHEMBL2366047,,,INHIBITOR,Kinetoplast DNA inhibitor,Pentamidine isethionate
CHEMBL3989509,CHEMBL287,,,MODULATOR,Sigma opioid receptor modulator,Pentazocine lactate
CHEMBL971,CHEMBL2093872,,,POSITIVE ALLOSTERIC MODULATOR,GABA-A receptor; anion channel positive allosteric modulator,Pentobarbital sodium
CHEMBL1580,CHEMBL1910,,,INHIBITOR,Adenosine deaminase inhibitor,Pentostatin
CHEMBL628,CHEMBL2094257,,,ANTAGONIST,Adenosine A2 receptor antagonist,Pentoxifylline
CHEMBL628,CHEMBL2363066,,,INHIBITOR,"3',5'-cyclic phosphodiesterase inhibitor",Pentoxifylline
CHEMBL3989402,CHEMBL3377,,,INHIBITOR,Neuraminidase inhibitor,Peramivir
CHEMBL3989402,CHEMBL2051,,,INHIBITOR,Neuraminidase inhibitor,Peramivir
CHEMBL1214124,CHEMBL2096670,,,ANTAGONIST,Glutamate receptor ionotropic AMPA antagonist,Perampanel
CHEMBL1663,,,,,Diagnostic agent,Perflutren
CHEMBL1275,CHEMBL2096905,,,AGONIST,Dopamine receptor agonist,Pergolide mesylate
CHEMBL1200343,CHEMBL1808,,,INHIBITOR,Angiotensin-converting enzyme inhibitor,Perindopril erbumine
CHEMBL567,CHEMBL217,,,ANTAGONIST,Dopamine D2 receptor antagonist,Perphenazine
CHEMBL3989973,CHEMBL1844,,,INHIBITOR,Macrophage colony stimulating factor receptor inhibitor,Pexidartinib hydrochloride
CHEMBL3989973,CHEMBL1974,,,INHIBITOR,Tyrosine-protein kinase receptor FLT3 inhibitor,Pexidartinib hydrochloride
